"Problem","Severity","Source File","Source Line","Source Column","Source Type","Source Method","Sink File","Sink Line","Sink Column","Rule","Description","URL","Category","Engine"
"1","3","/Users/stefanserkin/SerkinSolutions/Contact Badges Workspace/ContactBadges/force-app/main/default/classes/ContactBadgesController.cls","4","63","ContactBadgesController","getBadgeData","","","","InternalExecutionError","Graph Engine identified your source and sink, but you must manually verify that you have a sanitizer in this path. Then, add an engine directive to skip the path. Next, create a Github issue for the Code Analyzer team that includes the error and stack trace. After we fix this issue, check the Code Analyzer release notes for more info. Error and stacktrace: UnexpectedException: MethodCallExpressionVertex{fullMethodName=Database.query, referenceVertex=LazyVertex{result=ReferenceExpression{properties={FirstChild=true, Names=[Database], BeginLine=81, DefiningType_CaseSafe=contactbadgesservice, LastChild=false, DefiningType=ContactBadgesService, EndLine=81, Name_CaseSafe=database, childIdx=0, BeginColumn=32, ReferenceType=METHOD, Name=Database}}}, chainedNames=[Database], properties={FirstChild=false, FullMethodName=Database.query, BeginLine=81, FullMethodName_CaseSafe=database.query, DefiningType_CaseSafe=contactbadgesservice, LastChild=true, DefiningType=ContactBadgesService, EndLine=81, MethodName_CaseSafe=query, childIdx=1, BeginColumn=41, MethodName=query}}: com.salesforce.graph.symbols.apex.ApexSoqlValueFactory.lambda$static$0(ApexSoqlValueFactory.java:21);com.salesforce.graph.ops.ApexStandardLibraryUtil.getStandardType(ApexStandardLibraryUtil.java:154);com.salesforce.graph.symbols.PathScopeVisitor.afterVisit(PathScopeVisitor.java:1224);com.salesforce.graph.symbols.DefaultSymbolProviderVertexVisitor.afterVisit(DefaultSymbolProviderVertexVisitor.java:792);com.salesforce.graph.vertex.MethodCallExpressionVertex.afterVisit(MethodCallExpressionVertex.java:79);com.salesforce.graph.ops.expander.ApexPathExpander.performAfterVisit(ApexPathExpander.java:577)","https://forcedotcom.github.io/sfdx-scanner/en/v3.x/salesforce-graph-engine/rules/#ApexFlsViolationRule","InternalExecutionError","sfge"
